nuts,SD,EPP,EAF,G,ALDE,NI,GUE,ECR,UEN,electorate,voters
FR103,85531,80248,60323,24692,59028,0,23617,0,0,846096,384694
FR104,82457,46424,47633,21808,35475,0,27526,0,0,692767,302819
FR105,90259,80307,50089,26451,60174,0,28581,0,0,837797,396741
FR106,62254,26531,39754,16390,21654,0,36867,0,0,640669,241750
FR107,76001,47476,42000,22088,35011,0,35369,0,0,695397,298124
FR108,63714,39181,42415,16172,28418,0,23823,0,0,619688,250486
FR211,23900,11840,13813,3091,7798,0,5253,0,0,194028,75126
FR212,20519,17719,17232,3727,8224,0,4739,0,0,196070,81504
FR213,39448,26276,25578,7978,20435,0,8074,0,0,373709,143250
FR214,15080,11132,11966,2728,5646,0,3188,0,0,142032,57016
FR221,44541,20584,32452,8137,15860,3492,13874,0,0,367852,150034
FR222,53998,28826,46308,14416,23633,3493,16298,0,0,515216,202870
FR223,48879,16033,36098,9075,25894,9147,19110,0,0,400736,175510
FR231,43285,20700,33059,11121,21717,4651,11007,0,0,381024,157376
FR232,115670,44852,56390,25626,41662,7424,34064,0,0,842957,349437
FR241,27366,18279,17172,5258,8795,2391,11838,0,0,227972,96140
FR242,31432,20890,26364,6773,14154,2868,6472,0,0,279621,114718
FR243,27175,13177,14301,3786,7022,2228,5895,0,0,176472,77511
FR244,49461,32680,29730,12131,17024,3030,12632,0,0,378853,164558
FR245,27563,17280,22491,6435,12918,3036,7025,0,0,233798,101643
FR246,47104,36289,35812,12386,20698,4902,11895,0,0,414027,177468
FR251,59391,28427,30632,15900,25788,8866,10769,0,0,459099,193478
FR252,39688,26171,24034,9292,18769,7095,7467,0,0,360120,143834
FR253,22700,15211,19679,6135,11486,2595,4324,0,0,214099,89390
FR261,45201,24436,24037,9378,17913,0,7102,0,0,333693,142364
FR262,27401,10267,10794,3073,6381,0,6760,0,0,169295,72445
FR263,53836,26643,25953,8503,16873,0,10662,0,0,400221,158642
FR264,26294,16638,20873,5417,10326,0,6671,0,0,237404,98244
FR301,205741,94366,128210,50441,71789,13824,75629,0,0,1740899,685146
FR302,138412,48193,77773,25853,35568,15417,57169,0,0,1058256,429308
FR411,60234,28003,30636,12190,22081,0,14434,0,0,475140,187292
FR412,16266,8591,11719,3117,7563,0,2723,0,0,139253,57600
FR413,67906,32133,42678,17603,39929,0,12275,0,0,725820,244484
FR414,33900,21695,22856,6279,12629,0,5750,0,0,285406,117662
FR421,56000,60215,43296,22373,39720,0,7226,0,0,690117,261114
FR422,38027,33714,34686,14800,26445,0,5871,0,0,490802,181715
FR431,48848,28636,25509,9862,15858,0,6898,0,0,338510,149737
FR432,23079,13302,16840,5644,7852,0,4966,0,0,181993,80551
FR433,24434,13887,15991,3801,6869,0,4104,0,0,176096,77949
FR434,11612,6797,7296,2626,3349,0,2541,0,0,89954,38266
FR511,125095,44134,61560,34436,38943,8330,23011,0,0,840914,376901
FR512,57133,44854,41579,17126,29157,3835,11539,0,0,518796,220608
FR513,22420,12275,16601,6575,15008,1367,4204,0,0,215031,86675
FR514,44927,23275,31719,10491,14498,2385,12554,0,0,387777,151710
FR515,44388,17042,82644,10295,16601,4342,7971,0,0,438950,193977
FR521,67739,24055,24712,15941,28556,2169,19537,0,0,432540,202926
FR522,103855,47255,30390,22630,36941,3038,17193,0,0,641172,287332
FR523,88060,37338,37484,26931,41617,4203,16041,0,0,626505,278836
FR524,66045,33886,37990,16513,29602,3963,14727,0,0,509024,225287
FR531,39158,16983,18857,6178,9531,3322,8681,0,0,255516,109037
FR532,53592,30234,35596,11448,16720,7426,12356,0,0,425036,180628
FR533,35981,20846,20398,7482,9433,2407,6030,0,0,263403,110060
FR534,40795,25805,19435,9494,11358,4039,9579,0,0,289798,128004
FR611,42259,23186,18573,10388,16514,4998,17237,0,0,304398,142820
FR612,117956,61437,47730,34446,50358,14825,29930,0,0,886427,378406
FR613,42379,18724,11078,6428,15771,7240,9723,0,0,265674,118004
FR614,27253,13682,18450,6856,16202,4463,9032,0,0,231470,102900
FR615,60343,35589,17394,16025,37562,7038,12458,0,0,460320,201837
FR621,20417,5509,5327,4335,4535,2171,5438,0,0,110116,50657
FR622,28570,17730,10267,7478,16759,3594,6581,0,0,214804,98116
FR623,116183,44173,37351,35883,42520,5477,25029,0,0,733384,325415
FR624,21846,9056,7827,4509,8371,2864,4777,0,0,137606,63548
FR625,20897,9319,6363,5433,7611,2610,5927,0,0,129883,62406
FR626,25769,10223,7216,5154,10511,3005,8721,0,0,171066,75076
FR627,39480,18046,17069,10160,18543,3758,9439,0,0,265044,125333
FR628,19550,10873,10820,5319,8725,3324,5153,0,0,156940,69260
FR631,31480,23713,9179,4204,6083,2456,10847,0,0,188148,91169
FR632,15475,8730,5806,2295,2990,1601,4228,0,0,100725,42748
FR633,49162,20573,14910,8450,8642,3160,13891,0,0,260805,123463
FR711,37456,22801,25283,10575,16870,2816,7321,0,0,347353,131528
FR712,30897,14806,14620,7367,12630,4305,9127,0,0,224491,99755
FR713,41409,18149,22684,12139,20510,4094,9824,0,0,317887,136759
FR714,97469,43818,42900,30358,34324,3913,24074,0,0,730711,292582
FR715,57229,37267,32627,13532,21785,2741,14032,0,0,487900,190343
FR716,112494,73032,67036,36411,58551,3010,22986,0,0,942213,393993
FR717,31028,21597,16169,10604,12782,1355,7708,0,0,270744,107913
FR718,41492,33074,28860,17379,25349,1939,7632,0,0,437469,167109
FR721,31562,21519,16196,5855,10465,2131,17043,0,0,255371,110273
FR722,14568,14693,5091,2767,5301,1955,2790,0,0,123558,49306
FR723,19785,18479,11120,4921,7451,1358,4675,0,0,168410,71172
FR724,68116,40782,21025,13189,18804,2880,16483,0,0,431294,189650
FR811,38792,14789,16521,7256,9145,3617,11730,0,0,242720,109422
FR812,44239,27496,34545,14128,22326,5058,23732,0,0,455192,184989
FR813,72569,38893,46906,25268,30996,8332,28262,0,0,655213,268870
FR814,5879,6053,3049,2066,4577,910,2207,0,0,59186,26684
FR815,33297,17940,20431,8486,12703,3318,12544,0,0,296164,117970
FR821,15569,9174,7977,3914,4250,1960,4943,0,0,112613,51402
FR822,13642,7393,5904,3816,5041,1617,3305,0,0,97709,43509
FR823,64282,55264,54626,16200,28837,2550,15637,0,0,677404,254670
FR824,129236,68609,88066,31469,41909,8676,45110,0,0,1179518,442075
FR825,65401,48837,59131,14014,26966,6103,16850,0,0,667831,255916
FR826,40025,22384,35050,10027,14016,3806,10207,0,0,350744,145599
FR831,5800,6351,3270,1897,1439,401,3243,0,0,88535,24102
FR832,8490,7422,2741,1648,1539,583,3710,0,0,107565,29038
FR910,2654,6173,716,19430,2300,0,834,0,0,289620,41022
FR920,3443,3502,541,1267,16963,0,3196,0,0,272021,44935
FR930,930,1935,362,2298,410,0,166,0,0,53804,7258
FR940,45239,40801,2926,4556,7389,0,2104,0,0,464355,174260
FRX10,159,177,65,243,91,0,34,0,0,4816,827
FRX20,2276,4576,555,465,2408,0,262,0,0,55504,14232
FRX30,1791,1476,103,70,662,0,80,0,0,10128,4313
FRX40,10111,26405,758,1867,4531,0,265,0,0,152631,60251
FRX50,5586,11058,4814,2554,4753,0,480,0,0,132569,32549
GR111,34587,48981,0,0,0,0,7552,0,0,171643,102338
GR112,20174,28826,0,0,0,0,6844,0,0,107374,63193
GR113,20253,29501,0,0,0,0,7437,0,0,114070,65141
GR114,23763,35425,0,0,0,0,5567,0,0,117231,72404
GR115,32623,44931,0,0,0,0,10507,0,0,146947,96086
GR121,32546,42184,0,0,0,0,11610,0,0,138684,98240
GR122,161197,223862,0,0,0,0,80195,0,0,751445,539578
GR123,21561,34274,0,0,0,0,8659,0,0,108728,73622
GR124,35338,47982,0,0,0,0,8670,0,0,152237,104389
GR125,28470,40404,0,0,0,0,8755,0,0,126330,85970
GR126,44641,79646,0,0,0,0,13050,0,0,243284,150901
GR127,23539,35822,0,0,0,0,7116,0,0,99118,72603
GR131,9849,12231,0,0,0,0,3525,0,0,45920,28008
GR132,10131,19395,0,0,0,0,2623,0,0,62448,35399
GR133,37342,50731,0,0,0,0,11508,0,0,161363,109594
GR134,12236,18412,0,0,0,0,3191,0,0,85084,38490
GR141,29185,42874,0,0,0,0,11210,0,0,141567,88955
GR142,55495,74059,0,0,0,0,26403,0,0,248135,169105
GR143,39792,51303,0,0,0,0,16773,0,0,177826,118705
GR144,32780,42797,0,0,0,0,13602,0,0,153531,95883
GR211,16275,24892,0,0,0,0,6051,0,0,83326,50270
GR212,11079,13411,0,0,0,0,2933,0,0,57940,29301
GR213,35117,44067,0,0,0,0,13998,0,0,171984,100899
GR214,13623,18189,0,0,0,0,5048,0,0,66056,39133
GR221,8330,9252,0,0,0,0,3585,0,0,43808,22295
GR222,20250,24286,0,0,0,0,10736,0,0,108953,59857
GR223,6909,8829,0,0,0,0,4618,0,0,56730,22217
GR224,4672,5816,0,0,0,0,2902,0,0,28806,14387
GR231,51272,64339,0,0,0,0,14452,0,0,245829,137722
GR232,71384,68601,0,0,0,0,21578,0,0,272194,173265
GR233,41387,45378,0,0,0,0,9332,0,0,181189,101754
GR241,27192,31830,0,0,0,0,9810,0,0,112002,75444
GR242,51195,56998,0,0,0,0,15262,0,0,204955,133842
GR243,5825,7520,0,0,0,0,1062,0,0,33402,15429
GR244,37032,52076,0,0,0,0,10082,0,0,158119,107747
GR245,9175,14347,0,0,0,0,3275,0,0,49701,28917
GR251,20824,30892,0,0,0,0,5594,0,0,97140,61651
GR252,22966,31941,0,0,0,0,6888,0,0,137114,66677
GR253,32718,40449,0,0,0,0,7670,0,0,137346,88503
GR254,15429,33043,0,0,0,0,5067,0,0,137336,57731
GR255,32422,55178,0,0,0,0,11948,0,0,208538,107715
GR300,564428,689041,0,0,0,0,324840,0,0,2885808,1770271
GR411,21207,25400,0,0,0,0,13423,0,0,139792,64589
GR412,7961,10094,0,0,0,0,6161,0,0,54303,26034
GR413,12866,14037,0,0,0,0,3398,0,0,66470,31872
GR421,42044,43555,0,0,0,0,8579,0,0,176525,101175
GR422,23706,33185,0,0,0,0,6549,0,0,120018,67584
GR431,85394,55461,0,0,0,0,14111,0,0,239281,162066
GR432,23338,17518,0,0,0,0,3764,0,0,70001,46564
GR433,18977,18814,0,0,0,0,3740,0,0,69230,43593
GR434,33393,31706,0,0,0,0,10066,0,0,137889,80458
GRZZZ,9435,9789,0,0,0,0,3524,0,0,34113,25066
HU101,246476,267598,0,0,87482,0,0,37822,0,1383060,681028
HU102,105353,164128,0,0,27750,0,0,18717,0,877236,334882
HU211,41845,61853,0,0,8869,0,0,6041,0,340188,124509
HU212,37553,39882,0,0,6887,0,0,4176,0,250716,92645
HU213,37103,64136,0,0,7734,0,0,7035,0,297910,121052
HU221,44635,83920,0,0,8450,0,0,9203,0,351510,151985
HU222,24762,51519,0,0,5754,0,0,5473,0,214117,90815
HU223,27554,50394,0,0,5323,0,0,5117,0,239907,92359
HU231,46378,55181,0,0,8584,0,0,6728,0,323082,122123
HU232,32155,49141,0,0,4866,0,0,3953,0,268994,94042
HU233,22567,37395,0,0,3908,0,0,4564,0,197974,71664
HU311,80305,84170,0,0,11112,0,0,8729,0,576121,195558
HU312,35945,38918,0,0,6056,0,0,4611,0,260201,91327
HU313,22413,28841,0,0,3043,0,0,3299,0,174063,62190
HU321,42593,73080,0,0,7249,0,0,6451,0,430652,135811
HU322,39838,46359,0,0,6088,0,0,5076,0,328816,103849
HU323,49416,66477,0,0,6234,0,0,5663,0,443853,134060
HU331,40161,82647,0,0,8088,0,0,9123,0,432785,146600
HU332,35862,50726,0,0,5684,0,0,5609,0,314462,103801
HU333,41452,60487,0,0,8366,0,0,6499,0,338116,123138
IE0,188132,494412,0,76917,524504,299088,197715,0,0,3143025,1780768
IT,10105836,8720971,0,0,0,0,1969776,0,3736606,49804087,32516246
LT001,0,7643,0,0,28158,4019,11175,0,4088,147038,65592
LT002,0,39071,0,0,109564,16177,37902,0,15354,525926,246367
LT003,0,11944,0,0,56651,14381,14989,0,8574,289082,121323
LT004,0,7597,0,0,27222,4419,10866,0,5337,144211,62791
LT005,0,14506,0,0,47278,7543,17586,0,12501,231153,113798
LT006,0,11179,0,0,59549,10580,18096,0,11329,278506,125686
LT007,0,5342,0,0,17238,2706,8738,0,3494,102297,43429
LT008,0,4325,0,0,25305,7808,7055,0,5219,133660,58108
LT009,0,7102,0,0,26494,5456,10390,0,7570,143143,65346
LT00A,0,43124,0,0,102137,78268,37327,0,15985,659295,304628
LU000,239967,403370,0,163204,248743,0,0,0,0,229550,191886
LU000,239967,403370,0,163204,248743,0,0,0,0,229550,191886
LU000,239967,403370,0,163204,248743,0,0,0,0,229550,191886
LU,239967,403370,0,163204,248743,0,0,0,0,229550,191886
MT000,118983,97688,0,22938,0,0,0,0,0,304283,245722
NL111,19008,11407,0,3540,5428,0,2986,0,0,119809,46198
NL112,5123,4670,0,1413,1549,0,886,0,0,40270,15126
NL113,38729,32770,0,19252,20209,0,11028,0,0,286696,131464
NL121,31329,34763,0,12324,12005,0,5839,0,0,251394,103602
NL122,8455,12126,0,3945,4196,0,1729,0,0,78876,32765
NL123,22254,20120,0,7122,8497,0,3725,0,0,155850,65973
NL131,21925,15809,0,7912,12404,0,3561,0,0,140022,66016
NL132,19325,13682,0,5049,7334,0,2578,0,0,131598,51192
NL133,11941,14162,0,4260,7643,0,1958,0,0,97432,42464
NL211,24542,54606,0,12114,13951,0,5631,0,0,255075,115612
NL212,12911,13595,0,6547,7537,0,2905,0,0,109997,45565
NL213,45419,74374,0,20278,28636,0,11155,0,0,460897,187822
NL221,37757,97172,0,24150,31880,0,8745,0,0,477886,210422
NL225,31441,39369,0,14674,20859,0,8510,0,0,292427,121021
NL226,54625,51718,0,36831,33734,0,18663,0,0,538389,207960
NL224,15715,22967,0,8057,11681,0,3408,0,0,169675,66049
NL230,22374,25902,0,12097,19293,0,6093,0,0,251223,92977
NL310,74910,108654,0,66916,75617,0,24716,0,0,864486,375180
NL321,24281,24925,0,15522,20067,0,6776,0,0,273197,99585
NL322,17838,13472,0,12015,13067,0,4806,0,0,169404,66233
NL323,14199,11941,0,9228,9890,0,3581,0,0,140283,53428
NL324,16662,12740,0,13998,16255,0,5267,0,0,165654,71820
NL325,13556,6751,0,7424,6801,0,4023,0,0,115899,42369
NL326,84670,44586,0,68589,65948,0,27831,0,0,868332,322544
NL327,16546,19477,0,14283,21032,0,4770,0,0,183164,82758
NL331,24351,35574,0,21699,26958,0,8005,0,0,289246,125800
NL332,47704,45392,0,35349,52575,0,13119,0,0,576472,214926
NL333,12296,22140,0,9493,13230,0,3509,0,0,156242,65913
NL334,19136,36538,0,13711,19361,0,5771,0,0,237687,101934
NL335,94319,89912,0,48356,59176,0,25970,0,0,1005296,353444
NL336,26337,48591,0,12705,16849,0,6958,0,0,295681,119541
NL341,6569,9199,0,4403,5576,0,1526,0,0,80243,29331
NL342,16366,34258,0,10877,14114,0,4596,0,0,204665,86459
NL411,32948,39305,0,31242,27657,0,11097,0,0,458779,152705
NL412,23971,38715,0,17668,18751,0,11595,0,0,340146,117391
NL413,35505,60654,0,24334,28136,0,20570,0,0,471048,178687
NL414,40199,58660,0,29295,42208,0,17006,0,0,545708,198538
NL421,12764,34529,0,7507,8610,0,4263,0,0,207759,70725
NL422,10971,32795,0,6470,7225,0,3683,0,0,178387,64018
NL423,35578,76291,0,20708,15761,0,13488,0,0,483584,170120
PL,894018,1854115,969689,0,446549,498520,0,771858,656782,29986109,6091531
PT,2648770,0,0,0,0,0,476714,0,0,8821456,3270116
SE,616963,601102,363472,149603,405008,0,321344,0,0,6827870,2512069
SE010,111314,176334,79752,37630,88788,0,59373,0,0,1375807,562097
SE021,19392,20850,13547,6787,16221,0,9814,0,0,227564,87688
SE022,21691,15284,9606,4693,10209,0,6947,0,0,196498,69394
SE023,33603,28100,20270,7775,21975,0,12601,0,0,319106,126007
SE024,24668,15681,13569,4170,9904,0,8770,0,0,209707,78138
SE025,19567,14447,11351,3930,10289,0,8309,0,0,196904,68746
SE091,19919,27245,13161,3674,13859,0,8483,0,0,248425,87995
SE092,11750,10655,6880,2264,8322,0,5641,0,0,137041,46407
SE093,17334,12456,8713,2826,11486,0,5920,0,0,182921,59314
SE094,4174,2725,1724,1052,3962,0,1651,0,0,44785,15390
SE041,10506,8259,4693,1894,5823,0,4205,0,0,117253,36720
SE044,76748,82984,37307,16505,46893,0,24680,0,0,879777,296465
SE0A1,18888,19881,12523,4064,16592,0,7469,0,0,214800,80837
SE0A2,101514,97120,60986,27869,78185,0,59140,0,0,1149894,433197
SE061,21252,13414,9499,4134,11032,0,9020,0,0,211539,70151
SE062,20652,13332,14034,4169,8921,0,10730,0,0,214822,72979
SE063,18283,9986,12925,4226,9633,0,9992,0,0,216043,69629
SE071,19485,9407,10153,4085,9034,0,9758,0,0,191728,64842
SE072,8985,4199,6884,2340,6938,0,6368,0,0,100293,37583
SE081,16327,9232,7187,3077,10446,0,32381,0,0,198168,79361
SE082,20911,9511,8708,2439,6496,0,20092,0,0,194795,69129
SI0,61672,216360,0,0,0,117372,0,0,0,1628901,435869
SK010,16184,47924,0,0,15178,0,0,0,0,510324,101694
SK021,8827,39056,0,0,9426,0,0,0,0,437851,66653
SK022,15605,25404,0,0,22008,0,0,0,0,476379,77334
SK023,13507,53383,0,0,15211,0,0,0,0,565652,95578
SK031,16803,35912,0,0,19006,0,0,0,0,530094,88041
SK032,19063,34355,0,0,15674,0,0,0,0,517823,87444
SK041,14304,44584,0,0,12791,0,0,0,0,581736,93045
SK042,14242,45918,0,0,10288,0,0,0,0,590604,91806
UK,3718683,0,2660768,948588,2452327,1362744,0,4397087,0,44157267,17007880
UKC,266057,0,94887,37247,138791,39658,0,144969,0,1905132,780491
UKD,576388,0,257158,117393,335063,160120,0,509446,0,5151488,2115163
UKE,413213,0,228666,90337,244607,52606,0,387369,0,3719717,1573201
UKF,294918,0,366498,76633,181964,3462,0,371359,0,3220019,1406703
UKG,336613,0,251366,73991,197479,42151,0,392937,0,3957848,1437035
UKH,244929,0,296160,84068,211378,128702,0,465526,0,4137210,1510224
UKI,466584,0,232633,158986,288790,66188,0,504941,0,5054957,1885449
UKJ,301398,0,431111,173351,338342,108542,0,776370,0,6034549,2207417
UKK,209908,0,326784,103821,265619,30824,0,457371,0,3845077,1448417
UKL,297810,0,96677,32761,96116,183989,0,177771,0,2218649,917686
UKM,310865,0,78828,0,154178,172986,0,209028,0,3839952,1176817
UKN,0,0,0,0,0,373516,0,0,0,1072669,549277
